,CPU Name,CPU Mark (higher is better),Rank (lower is better),CPU Value (higher is better),Price (USD)
745,AMD Opteron 6378,5889,1902,15.14,$389.00
746,AMD Opteron 6380,6687,1750,18.08,$369.96*
747,AMD Opteron 6386 SE,8291,1506,9.42,$880.11*
748,AMD Opteron 8439 SE,2479,2939,0.68,"$3,647.35*"
749,AMD Opteron X2170 APU,1911,3284,,
750,AMD Opteron X3216 APU,1512,3579,,
751,AMD Opteron X3418 APU,3043,2663,,
752,AMD Opteron X3421 APU,3299,2553,,
753,AMD Phenom 8250 Triple-Core,1114,3902,,
754,AMD Phenom 8250e Triple-Core,1084,3938,23.08,$46.99*
755,AMD Phenom 8400 Triple-Core,1164,3858,,
756,AMD Phenom 8450 Triple-Core,1221,3797,8.15,$149.95
757,AMD Phenom 8450e Triple-Core,1206,3813,,
758,AMD Phenom 8600 Triple-Core,1267,3756,23.91,$52.99*
759,AMD Phenom 8600B Triple-Core,1464,3605,97.94,$14.95*
760,AMD Phenom 8650 Triple-Core,1218,3800,48.63,$25.05*
761,AMD Phenom 8750 Triple-Core,1445,3615,,
762,AMD Phenom 8750B Triple-Core,1188,3834,,
763,AMD Phenom 8850 Triple-Core,1142,3882,,
764,AMD Phenom 8850B Triple-Core,1281,3743,,
765,AMD Phenom 9100e Quad-Core,1353,3685,38.71,$34.95*
766,AMD Phenom 9150e Quad-Core,1427,3632,5.77,$247.50*
767,AMD Phenom 9350e Quad-Core,1659,3466,0.49,"$3,382.07*"
768,AMD Phenom 9450e Quad-Core,1455,3609,13.86,$105.00*
769,AMD Phenom 9500 Quad-Core,1564,3535,52.14,$29.99*
770,AMD Phenom 9550 Quad-Core,1664,3462,72.05,$23.10*
771,AMD Phenom 9600 Quad-Core,1607,3500,40.19,$39.99*
772,AMD Phenom 9600B Quad-Core,1842,3340,46.11,$39.95*
773,AMD Phenom 9650 Quad-Core,1749,3408,43.73,$39.99*
774,AMD Phenom 9750 Quad-Core,1843,3339,38.38,$48.02
775,AMD Phenom 9750B Quad-Core,1520,3573,,
776,AMD Phenom 9850 Quad-Core,1712,3426,13.17,$129.99*
777,AMD Phenom 9850B Quad-Core,1946,3267,,
778,AMD Phenom 9950 Quad-Core,1884,3311,9.42,$199.99
779,AMD Phenom FX-5000 Quad-Core,1599,3507,,
780,AMD Phenom FX-5200 Quad-Core,1699,3436,,
781,AMD Phenom II N620 Dual-Core,992,4039,33.08,$29.99*
782,AMD Phenom II N640 Dual-Core,1135,3891,20.66,$54.95*
783,AMD Phenom II N660 Dual-Core,1083,3939,12.17,$89.00*
784,AMD Phenom II N830 3+1,1768,3399,,
785,AMD Phenom II N830 Triple-Core,1241,3780,,
786,AMD Phenom II N850 Triple-Core,1318,3715,52.73,$25.00*
787,AMD Phenom II N870 Triple-Core,1324,3708,,
788,AMD Phenom II N930 Quad-Core,1584,3518,12.19,$129.95*
789,AMD Phenom II N950 Quad-Core,1587,3515,14.1,$112.60*
790,AMD Phenom II N970 Quad-Core,1711,3427,11.4,$149.99*
791,AMD Phenom II P650 Dual-Core,933,4098,26.66,$35.00*
792,AMD Phenom II P820 Triple-Core,1068,3963,,
793,AMD Phenom II P840 Triple-Core,1079,3945,,
794,AMD Phenom II P860 Triple-Core,1250,3773,,
795,AMD Phenom II P920 Quad-Core,1006,4026,15.48,$65.00*
796,AMD Phenom II P940 Quad-Core,1319,3714,,
797,AMD Phenom II P960 Quad-Core,1417,3643,41.65,$34.01*
798,AMD Phenom II X2 511,1265,3758,,
799,AMD Phenom II X2 521,1374,3673,,
800,AMD Phenom II X2 545,1222,3796,27.78,$43.98*
801,AMD Phenom II X2 550,1140,3885,27.58,$41.35*
802,AMD Phenom II X2 555,1308,3721,100.41,$13.03*
803,AMD Phenom II X2 560,1381,3669,77.96,$17.72*
804,AMD Phenom II X2 565,1442,3618,8.54,$168.87*
805,AMD Phenom II X2 570,1437,3623,,
806,AMD Phenom II X2 B53,1137,3889,,
807,AMD Phenom II X2 B55,1204,3815,31.71,$37.95
808,AMD Phenom II X2 B57,1260,3761,,
809,AMD Phenom II X2 B59,1396,3659,29.06,$48.02*
810,AMD Phenom II X3 700e,1451,3613,,
811,AMD Phenom II X3 705e,1222,3795,8.02,$152.34*
812,AMD Phenom II X3 710,1571,3527,9.3,$169.00*
813,AMD Phenom II X3 720,1600,3505,24.83,$64.45*
814,AMD Phenom II X3 740,1424,3639,16.0,$88.99*
815,AMD Phenom II X3 B73,1671,3454,22.28,$75.00*
816,AMD Phenom II X3 B75,1764,3401,35.32,$49.95*
817,AMD Phenom II X3 B77,1844,3338,82.71,$22.29*
818,AMD Phenom II X4 805,2001,3234,11.5,$173.99*
819,AMD Phenom II X4 810,2008,3231,9.43,$213.00*
820,AMD Phenom II X4 820,2095,3175,43.62,$48.02*
821,AMD Phenom II X4 830,2072,3189,108.98,$19.01*
822,AMD Phenom II X4 840,2435,2969,45.05,$54.04
823,AMD Phenom II X4 840T,2360,3014,40.68,$58.02*
824,AMD Phenom II X4 850,2455,2955,37.77,$64.99*
825,AMD Phenom II X4 900e,1727,3422,,
826,AMD Phenom II X4 905e,2014,3228,37.3,$53.99*
827,AMD Phenom II X4 910,1776,3392,17.76,$100.00*
828,AMD Phenom II X4 910e,2116,3163,30.27,$69.90*
829,AMD Phenom II X4 920,2181,3129,78.21,$27.89*
830,AMD Phenom II X4 925,2277,3064,109.67,$20.76*
831,AMD Phenom II X4 940,2351,3020,11.1,$211.77*
832,AMD Phenom II X4 945,2413,2984,54.79,$44.04*
833,AMD Phenom II X4 955,2536,2910,42.98,$59.01*
834,AMD Phenom II X4 960T,2375,3007,45.65,$52.02*
835,AMD Phenom II X4 965,2661,2841,41.56,$64.02*
836,AMD Phenom II X4 970,2713,2810,63.25,$42.89*
837,AMD Phenom II X4 973,2204,3110,,
838,AMD Phenom II X4 975,2610,2869,37.31,$69.95*
839,AMD Phenom II X4 977,2377,3006,,
840,AMD Phenom II X4 980,2839,2755,21.83,$130.00*
841,AMD Phenom II X4 B05e,1906,3296,,
842,AMD Phenom II X4 B15e,1825,3350,,
843,AMD Phenom II X4 B25,2108,3169,,
844,AMD Phenom II X4 B35,2319,3038,,
845,AMD Phenom II X4 B40,2238,3095,,
846,AMD Phenom II X4 B45,2280,3061,,
847,AMD Phenom II X4 B50,2448,2960,,
848,AMD Phenom II X4 B55,2584,2881,,
849,AMD Phenom II X4 B60,2627,2861,,
850,AMD Phenom II X4 B65,2690,2821,,
851,AMD Phenom II X4 B70,2303,3048,,
852,AMD Phenom II X4 B93,2159,3140,,
853,AMD Phenom II X4 B95,2427,2974,41.84,$58.02
854,AMD Phenom II X4 B97,2535,2911,31.71,$79.95*
855,AMD Phenom II X4 B99,2536,2909,,
856,AMD Phenom II X6 1035T,3014,2677,27.91,$108.00*
857,AMD Phenom II X6 1045T,3236,2584,67.43,$47.99*
858,AMD Phenom II X6 1055T,3352,2530,55.88,$59.99*
859,AMD Phenom II X6 1065T,3398,2508,51.2,$66.37*
860,AMD Phenom II X6 1075T,3474,2475,53.42,$65.04*
861,AMD Phenom II X6 1090T,3801,2369,13.58,$279.99*
862,AMD Phenom II X6 1100T,3912,2335,15.05,$259.99*
863,AMD Phenom II X6 1405T,3371,2521,,
864,AMD Phenom II X620 Dual-Core,1262,3759,,
865,AMD Phenom II X640 Dual-Core,1165,3857,,
866,AMD Phenom II X920 Quad-Core,1669,3457,,
867,AMD Phenom II X940 Quad-Core,1797,3373,,
868,AMD Phenom X2 Dual-Core GE-5060,1566,3532,,
869,AMD Phenom X2 Dual-Core GE-6060,1722,3424,,
870,AMD Phenom X2 Dual-Core GE-7060,1010,4021,,
871,AMD Phenom X2 Dual-Core GP-7730,884,4147,,
872,AMD Phenom X3 8550,1151,3874,41.08,$28.02*
873,AMD Phenom X4 Quad-Core GP-9500,1297,3726,,
874,AMD Phenom X4 Quad-Core GP-9530,1228,3791,,
875,AMD Phenom X4 Quad-Core GP-9600,1649,3474,,
876,AMD Phenom X4 Quad-Core GP-9730,1784,3388,,
877,AMD Phenom X4 Quad-Core GS-6560,1063,3968,,
878,AMD PRO A10-8700B,2203,3111,,
879,AMD PRO A10-8730B,2306,3046,,
880,AMD PRO A10-8750B,2950,2704,,
881,AMD PRO A10-8770,3574,2443,,
882,AMD PRO A10-8770E,3013,2679,,
883,AMD PRO A10-8850B,3752,2388,,
884,AMD PRO A10-9700,3574,2444,21.15,$169.00*
885,AMD PRO A10-9700B,2545,2906,,
886,AMD PRO A10-9700E,3027,2669,21.78,$139.00*
887,AMD PRO A12-8800B,2673,2837,,
888,AMD PRO A12-8830B,2628,2860,,
889,AMD PRO A12-8870,3821,2361,,
890,AMD PRO A12-8870E,3021,2673,,
891,AMD PRO A12-9800,3755,2387,22.22,$169.00*
892,AMD PRO A12-9800B,2710,2814,,
893,AMD PRO A12-9800E,3113,2634,18.42,$169.00*
894,AMD PRO A4-3350B APU,1790,3381,,
895,AMD PRO A4-4350B,1077,3948,,
896,AMD PRO A4-8350B,1690,3444,58.3,$28.99*
897,AMD PRO A6-7350B,1319,3713,,
898,AMD PRO A6-8500B,1601,3504,,
899,AMD PRO A6-8530B,1158,3865,,
900,AMD PRO A6-8550B,1882,3312,,
901,AMD PRO A6-8570,1910,3287,,
902,AMD PRO A6-8570E,1652,3471,,
903,AMD PRO A6-9500,1784,3385,24.11,$74.00*
904,AMD PRO A6-9500B,1357,3682,,
905,AMD PRO A6-9500E,1689,3445,22.83,$74.00*
906,AMD PRO A8-8600B,2226,3103,,
907,AMD PRO A8-8650B,3204,2600,,
908,AMD PRO A8-8670E,3102,2642,,
909,AMD PRO A8-9600,3310,2548,27.81,$119.00*
910,AMD PRO A8-9600B,2203,3112,,
911,AMD QC-4000,1155,3871,,
912,AMD R-260H APU,954,4079,,
913,AMD R-272F APU,1215,3805,,
914,AMD R-460L APU,1538,3556,,
915,AMD R-464L APU,1773,3393,,
916,AMD RX-225FB,892,4140,,
917,AMD RX-425BB,2637,2855,,
918,AMD RX-427BB,2747,2790,,
919,AMD Ryzen 3 1200,6261,1827,89.45,$70.00
920,AMD Ryzen 3 1300X,6941,1704,111.48,$62.26*
921,AMD Ryzen 3 210,13211,1150,,
922,AMD Ryzen 3 2200G,6747,1739,64.25,$105.00
923,AMD Ryzen 3 2200GE,5875,1906,,
924,AMD Ryzen 3 2200U,3668,2415,,
925,AMD Ryzen 3 2300U,5506,1995,,
926,AMD Ryzen 3 2300X,7598,1592,42.66,$178.09*
927,AMD Ryzen 3 3100,11563,1253,158.41,$72.99
928,AMD Ryzen 3 3200G,7046,1681,88.19,$79.90
929,AMD Ryzen 3 3200GE,7289,1640,,
930,AMD Ryzen 3 3200U,3749,2390,,
931,AMD Ryzen 3 3250C,3153,2618,,
932,AMD Ryzen 3 3250U,3749,2391,,
933,AMD Ryzen 3 3300U,5648,1956,,
934,AMD Ryzen 3 3300X,12596,1190,99.98,$125.99
935,AMD Ryzen 3 3350U,5779,1919,,
936,AMD Ryzen 3 4100,11052,1284,181.18,$61.00
937,AMD Ryzen 3 4300G,9867,1365,76.91,$128.29
938,AMD Ryzen 3 4300GE,11250,1270,,
939,AMD Ryzen 3 4300U,7368,1628,,
940,AMD Ryzen 3 5300G,13040,1163,,
941,AMD Ryzen 3 5300GE,12856,1173,,
942,AMD Ryzen 3 5300U,9612,1386,,
943,AMD Ryzen 3 5400U,11006,1286,,
944,AMD Ryzen 3 5425U,11185,1274,,
945,AMD Ryzen 3 7320C,8265,1508,,
946,AMD Ryzen 3 7320U,8677,1466,,
947,AMD Ryzen 3 7330U,10894,1295,,
948,AMD Ryzen 3 7335U,12540,1193,,
949,AMD Ryzen 3 7440U,12991,1166,,
950,AMD Ryzen 3 8300G,14374,1069,,
951,AMD Ryzen 3 8300GE,13846,1105,,
952,AMD Ryzen 3 8440U,12805,1177,,
953,AMD Ryzen 3 PRO 1200,5808,1915,,
954,AMD Ryzen 3 PRO 1300,7234,1655,,
955,AMD Ryzen 3 PRO 2100GE,4070,2301,,
956,AMD Ryzen 3 PRO 2200G,6623,1756,,
957,AMD Ryzen 3 PRO 2200GE,6423,1794,,
958,AMD Ryzen 3 PRO 2300U,5648,1955,,
959,AMD Ryzen 3 PRO 3200G,6457,1790,,
960,AMD Ryzen 3 PRO 3200GE,6864,1718,,
961,AMD Ryzen 3 PRO 3300U,5946,1894,,
962,AMD Ryzen 3 PRO 4200G,10831,1300,,
963,AMD Ryzen 3 PRO 4200GE,10930,1290,,
964,AMD Ryzen 3 PRO 4350G,10926,1291,,
965,AMD Ryzen 3 PRO 4350GE,10926,1292,,
966,AMD Ryzen 3 PRO 4355GE,10559,1311,,
967,AMD Ryzen 3 PRO 4450U,9715,1377,,
968,AMD Ryzen 3 PRO 5350G,13793,1107,,
969,AMD Ryzen 3 PRO 5350GE,12637,1189,,
970,AMD Ryzen 3 PRO 5355GE,12761,1181,,
971,AMD Ryzen 3 PRO 5450U,11044,1285,,
972,AMD Ryzen 3 PRO 5475U,11381,1265,,
973,AMD Ryzen 3 PRO 7330U,12474,1199,,
974,AMD Ryzen 3 PRO 7335U,12325,1206,,
975,AMD Ryzen 3 PRO 8300G,14539,1057,,
976,AMD Ryzen 3 PRO 8300GE,14719,1042,,
977,AMD Ryzen 5 1400,7735,1576,85.95,$90.00
978,AMD Ryzen 5 1500X,9089,1442,51.94,$175.00
979,AMD Ryzen 5 1600,12275,1212,106.74,$115.00
980,AMD Ryzen 5 1600X,13036,1164,113.36,$115.00
981,AMD Ryzen 5 220,19068,826,,
982,AMD Ryzen 5 230,19681,792,,
983,AMD Ryzen 5 240,21572,698,,
984,AMD Ryzen 5 2400G,8738,1461,69.9,$125.00
985,AMD Ryzen 5 2400GE,7289,1641,,
986,AMD Ryzen 5 2500U,6513,1778,,
987,AMD Ryzen 5 2500X,9455,1397,,
988,AMD Ryzen 5 2600,13166,1156,105.33,$125.00
989,AMD Ryzen 5 2600E,11771,1237,,
990,AMD Ryzen 5 2600H,8002,1547,,
991,AMD Ryzen 5 2600X,13892,1103,102.9,$135.00
992,AMD Ryzen 5 3350G,8970,1446,,
993,AMD Ryzen 5 3350GE,9276,1420,,
994,AMD Ryzen 5 3400G,9218,1426,90.37,$102.01
995,AMD Ryzen 5 3400GE,8848,1455,24.9,$355.40*
996,AMD Ryzen 5 3450U,6699,1747,,
997,AMD Ryzen 5 3500,12794,1178,166.18,$76.99*
998,AMD Ryzen 5 3500C,5602,1968,,
999,AMD Ryzen 5 3500U,6867,1715,,
1000,AMD Ryzen 5 3500X,13160,1157,114.44,$115.00
1001,AMD Ryzen 5 3550H,7748,1575,,
1002,AMD Ryzen 5 3550U,7681,1582,,
1003,AMD Ryzen 5 3580U,7079,1677,,
1004,AMD Ryzen 5 3600,17708,904,226.01,$78.35
1005,AMD Ryzen 5 3600X,18164,880,108.77,$167.00
1006,AMD Ryzen 5 3600XT,18572,853,30.96,$599.95*
1007,AMD Ryzen 5 4400G,17160,935,,
1008,AMD Ryzen 5 4500,16110,985,247.88,$64.99
1009,AMD Ryzen 5 4500U,10798,1303,,
1010,AMD Ryzen 5 4600G,16004,989,124.06,$129.00
1011,AMD Ryzen 5 4600GE,15820,993,,
1012,AMD Ryzen 5 4600H,14282,1079,,
1013,AMD Ryzen 5 4600HS,14297,1077,,
1014,AMD Ryzen 5 4600U,13407,1134,,
1015,AMD Ryzen 5 5500,19343,813,264.58,$73.11
1016,AMD Ryzen 5 5500GT,19518,801,102.73,$190.00
1017,AMD Ryzen 5 5500H,11436,1259,,
1018,AMD Ryzen 5 5500U,12866,1172,,
1019,AMD Ryzen 5 5560U,15237,1021,,
1020,AMD Ryzen 5 5600,21556,700,185.83,$116.00
1021,AMD Ryzen 5 5600G,19786,789,131.92,$149.99
1022,AMD Ryzen 5 5600GE,18364,866,,
1023,AMD Ryzen 5 5600GT,20328,762,150.58,$135.00
1024,AMD Ryzen 5 5600H,16750,951,,
1025,AMD Ryzen 5 5600T,22038,674,146.98,$149.94
1026,AMD Ryzen 5 5600U,15237,1022,,
1027,AMD Ryzen 5 5600X,21862,682,155.05,$141.00
1028,AMD Ryzen 5 5600X3D,21858,683,,
1029,AMD Ryzen 5 5600XT,22165,668,131.15,$169.00*
1030,AMD Ryzen 5 5625U,14838,1037,,
1031,AMD Ryzen 5 6600H,18682,846,,
1032,AMD Ryzen 5 6600HS Creator Edition,18109,885,,
1033,AMD Ryzen 5 6600U,16606,956,,
1034,AMD Ryzen 5 7235HS,12297,1208,,
1035,AMD Ryzen 5 7400F,25696,530,,
1036,AMD Ryzen 5 7430U,16945,944,,
1037,AMD Ryzen 5 7500F,26838,497,,
1038,AMD Ryzen 5 7520U,9137,1433,,
1039,AMD Ryzen 5 7530U,15546,1005,,
1040,AMD Ryzen 5 7533HS,14246,1085,,
1041,AMD Ryzen 5 7535HS,18023,889,,
1042,AMD Ryzen 5 7535U,17153,936,,
1043,AMD Ryzen 5 7540U,18624,852,,
1044,AMD Ryzen 5 7600,27057,493,136.07,$198.84
1045,AMD Ryzen 5 7600X,28422,450,141.79,$200.45
1046,AMD Ryzen 5 7600X3D,25623,532,,
1047,AMD Ryzen 5 7640HS,23024,632,,
1048,AMD Ryzen 5 7640U,21138,719,,
1049,AMD Ryzen 5 7645HX,26476,510,,
1050,AMD Ryzen 5 8400F,24594,569,195.74,$125.65
1051,AMD Ryzen 5 8500G,21630,693,140.45,$154.00
1052,AMD Ryzen 5 8500GE,20993,725,,
1053,AMD Ryzen 5 8540U,18426,860,,
1054,AMD Ryzen 5 8600G,25373,540,134.28,$188.96*
1055,AMD Ryzen 5 8640HS,19976,784,,
1056,AMD Ryzen 5 8640U,20253,771,,
1057,AMD Ryzen 5 8645HS,22642,647,,
1058,AMD Ryzen 5 9600,29328,425,118.99,$246.47
1059,AMD Ryzen 5 9600X,29985,411,144.19,$207.95
1060,AMD Ryzen 5 Microsoft Surface Edition,7243,1654,,
1061,AMD Ryzen 5 PRO 1500,9142,1431,,
1062,AMD Ryzen 5 PRO 1600,11823,1232,,
1063,AMD Ryzen 5 PRO 230,20870,732,,
1064,AMD Ryzen 5 PRO 2400G,8563,1479,,
